title,link,comment
 MATLAB智能算法资深MATLAB专家执笔，系统归纳和总结了智能算法的实战经验！书中提供了几十个智能算法的典型实例，可以二次开发！MathWorks图书计划！8位MATLAB专家联袂推荐！MathWorks Fello,http://product.dangdang.com/25125125.html,347条评论
 Java架构师指南知名Java专家多年经验总结 介绍从程序员进阶到架构师需要具备的技能的完整教程,http://product.dangdang.com/25286310.html,8条评论
 Web接口开发与自动化测试——基于Python语言,http://product.dangdang.com/24244869.html,1251条评论
 Python绝技：运用Python成为顶级数据工程师,http://product.dangdang.com/25284224.html,4条评论
 C++程序设计语言（第1—3部分）（原书第4版）C++之父作品新版，无可替代的C++领域经典的参考书。介绍了C++11的各项新特性、功能等。,http://product.dangdang.com/23999167.html,568条评论
 编程猫：孩子们写的编程入门书张泉灵、李天驰等力荐；与scratch齐肩的优秀编程工具；独创的情景式互动教学；众多高校选择的少儿编程平台；编程像是拼积木一样简单有趣,http://product.dangdang.com/25295549.html,0条评论
 大型网站技术架构：核心原理与案例分析（接地气的网站架构经验，网站生存技术心要，应对大数据挑战的干货分享！）教你如何设计facebook，淘宝、维基百科等大型网站,http://product.dangdang.com/23334733.html,9754条评论
 Scratch 2.0少儿编程奇幻之旅Scratch2.0少儿编程奇幻之旅（中国少儿编程网组织策划并编著，网站提供交流平台提供技术支持）,http://product.dangdang.com/25204768.html,363条评论
 C 陷阱与缺陷c语言的“四书五经”之首,http://product.dangdang.com/20105315.html,6568条评论
 JavaScript忍者秘籍 第2版jQuery之父经典力作 JavaScript高手修炼指南 全面修订以涵盖ES6和ES7的概念 掌握跨浏览器开发教程书,http://product.dangdang.com/25234710.html,400条评论
 “笨办法”学Python(第3版)尽享5小时的完整视频教程 跟着数十万人的Python导师学Python编程入门基础教程 为Web开发实战 数据分析打下坚实基础,http://product.dangdang.com/23594855.html,7373条评论
 Python数据分析从入门到精通基于Python 3.6，兼容Python 3.x等众多版本，一本书搞定Python数据分析四剑客,http://product.dangdang.com/25240877.html,601条评论
 The Little SAS Book 中文版统计分析和数据挖掘领域风靡全球20多年的“圣经级”经典小黄书《The Little SAS Book》引进中文版，SAS中国公司官方支持。SAS公司联合创始人古德奈特、中国人民大学陈忠阳、中信银行梁建,http://product.dangdang.com/25218871.html,527条评论
 Python程序设计 第3版Python之父作序推荐 知名Python编程从入门到实践教程书 基于Python3编写 提供代码示例和教学PPT,http://product.dangdang.com/25218232.html,1035条评论
 数据结构、算法与应用 C++语言描述（原书第2版）,http://product.dangdang.com/23686457.html,759条评论
 Go Web编程Go语言Web开发实战教程 囊括了关于Go Web应用开发和部署的全部知识,http://product.dangdang.com/25199475.html,570条评论
 跟老齐学Python：数据分析《跟老齐学Python》系列后续。 读者在本书中可以学习到Numpy、Pandas、matplotlib、SciPy、SymPy等与数据分析相关的库，掌握其所定义的数据对象以及常用的属性和方法。,http://product.dangdang.com/25294011.html,0条评论
 深入分析Java Web技术内幕（修订版）,http://product.dangdang.com/23538043.html,4461条评论
 区块链技术进阶与实战区块链技术进阶好书 详解以太坊和超级账本 真实案例 注重实战 基于HyperLedger,http://product.dangdang.com/25255369.html,341条评论
 Vue.js 前端开发 快速入门与专业应用拒绝长篇累牍的纸上谈兵！拒绝拿打印文档来糊弄事儿！这是第1本详尽介绍Vue.js实际项目开发的Vue.js指南书！即学即用！,http://product.dangdang.com/24192616.html,1073条评论
 Python新手使用Django架站的16堂课台湾大师带你活用Django Web Framework,快速构建移动网站,http://product.dangdang.com/25060826.html,616条评论
 代码大全——两届Software Jolt Award震撼大奖得主！软件开发世界的地图，经典中的经典,http://product.dangdang.com/22543344.html,6661条评论
 C++从入门到精通（项目案例版）扫码看视频重印10次销售3万册手机扫码看视频 累计重印10余次畅销3万余册C++之全新再造 106节视频 150小时在线课程 178项实例分析 355道面试真题 4种能力分析测试题 881个源码分析 15个移植模块 7大项目案例,http://product.dangdang.com/25193371.html,449条评论
 Java 8实战Java 8终极指南 通过新的Stream API及Lambda表达式等示例全面讲解Java 8新特性 并为Java程序员开启函数式编程的大门,http://product.dangdang.com/23952002.html,1086条评论
 STM32库开发实战指南（第2版）：基于STM32F103深入剖析STM32官方库及其使用的权威指南,http://product.dangdang.com/25097809.html,388条评论
 RocketMQ实战与原理解析阿里数据专家/RocketMQ源码贡献者撰写，RocketMQ官方鼎力推荐！从开发和运维双重视角详细讲解RocketMQ的使用和源码分析。,http://product.dangdang.com/25290633.html,1条评论
 Redis开发与运维1.全面覆盖Redis 3基本功能及应用，深入细腻地讲解Redis运行机制及处理过程。,http://product.dangdang.com/24194121.html,878条评论
 区块链实战数字货币、金融、物联网、大数据、医疗、教育、公证等七大领域应用实例。为了不被时代淘汰，请用一周时间，读懂区块链。,http://product.dangdang.com/25165093.html,466条评论
 学习OpenCV（中文版）由OpenCV发起人所写，站在一线开发人员的角度用通俗易懂的语言解释OpenCV的缘起和计算机视觉基础结构，演示了如何用OpenCV和现有的自由代码为各种各样的机器进行编程,http://product.dangdang.com/20699366.html,6878条评论
 区块链2.0 以太坊应用开发指南全面讲解以太坊技术原理 应用开发与核心创新 区块链参考书,http://product.dangdang.com/25294581.html,0条评论
 Netty实战Java高性能网络编程参考书 Netty之父Trustin Lee作序推荐 含有大量即用型的优质示例 附带行业一线公司的案例研究 实用的Netty技术书,http://product.dangdang.com/25073709.html,1325条评论
 编程珠玑（续）（修订版）非常伟大的计算机科学著作之一；融深邃思想、实战技术与趣味轶事于一炉的奇书,http://product.dangdang.com/23771156.html,1269条评论
 数据结构（C语言版）（第2版）附微课视频严蔚敏老师新作，考研推荐教材，比原版资料更全更贴合考研大纲，赠送全书所有算法微课动画视频以及教学大纲、源代码、实验指导书，国家十二五规划教材,http://product.dangdang.com/23656275.html,1425条评论
 深度学习与计算机视觉 算法原理、框架应用与代码实现作者供职知名电商网站，精研深度学习和计算机视觉5年。西门子高级研究员田疆博士、Google软件工程师吕佳楠等4位大咖力荐！理论基础、实用算法、应用场景、实战案例、原创代码、Caffe等流行框架透彻解读,http://product.dangdang.com/25138676.html,1219条评论
 AutoCAD2018机械设计从入门到精通CAD机械制图 112集同步视频206个实例案例三版20余次印刷 畅销近6万册 Auto CAD官方认证首席专家主编 手机扫码看112集同步视频 206个详尽实例 技巧集/问题集/习题集/图块集/快捷命令集/全套工程图纸,http://product.dangdang.com/25205640.html,186条评论
 C语言程序设计：现代方法（第2版）(被誉为“近10年来最好的一部C语言著作”),http://product.dangdang.com/20801298.html,6319条评论
 Spring Boot 2精髓：从构建小系统到架构分布式大系统,http://product.dangdang.com/25180923.html,567条评论
 Python自然语言处理实战：核心技术与算法阿里巴巴、前明略数据和七牛云的高级专家和科学家撰写，零基础掌握NLP的核心技术、方法论和经典算法,http://product.dangdang.com/25286117.html,8条评论
 高效前端：Web高效编程与优化实践知乎著名前端专栏作者/前端类话题优秀答主/人人网资深前端工程师经验总结，从技能修炼和思想提升2个维度总结出34个高效编程和应用优化的*实践,http://product.dangdang.com/25243385.html,330条评论
 小学生C++趣味编程全国青少年信息学奥林匹克普及组竞赛教材一本真正适合小学生的信息学竞赛培训教材，赠配套教学资源，素材下载地址为：https://pan.baidu.com/s/1i7mvF6H,http://product.dangdang.com/25201310.html,1105条评论
 深入浅出 HTTPS：从原理到实战资深一线架构师用心之作，囊括括密码学、OpenSSL命令行、证书、TLS协议、HTTPS网站性能优化、HTTPS网站优秀实践、大型网站HTTPS架构设计等，优秀Web开发者参考书,http://product.dangdang.com/25291819.html,0条评论
 OpenCV3编程入门细致讲解OpenCV3的著作，近距离接触计算机视觉编程技术,http://product.dangdang.com/23653459.html,2710条评论
 AutoCAD2018室内装潢设计从入门到精通CAD室内设计 135集同步视频118个实例案例三版20余次印刷 畅销近8万册 Auto CAD官方认证首席专家主编 手机扫码看135集同步视频 118个详尽实例 技巧集/问题集/习题集/图块集/快捷命令集/全套工程图纸,http://product.dangdang.com/25205641.html,317条评论
 Node.js：来一打 C++ 扩展成为全端高手不得不读的一本书！涵盖Chrome V8 开发、libuv 开发和 Node.js 的原生 C++ 扩展开发知识，一本顶三本！,http://product.dangdang.com/25291814.html,0条评论
 React Native移动开发实战react native框架全面解析案例书籍 Android iOS移动开发工程师 打造高品质移动用户体验 前端开发技术宝典,http://product.dangdang.com/25202871.html,303条评论
 每天5分钟玩转Kubernetes业内专家系统讲解*流行的容器编排引擎 K8s，注重实践并兼顾理论,http://product.dangdang.com/25245765.html,181条评论
 我的第一本编程书没有专业术语的编程入门书 零基础就能懂,http://product.dangdang.com/23999715.html,825条评论
